date,close,open,high,low,volume,change
2018/2/13,29839.53 ,29850.15 ,30169.00 ,29783.10 ,2790000000,1.29%
2018/2/12,29459.63 ,29713.08 ,29801.52 ,29459.63 ,2900000000,-0.16%
2018/2/9,29507.42 ,29679.21 ,29679.21 ,29129.26 ,5330000000,-3.10%
2018/2/8,30451.27 ,30555.80 ,30739.11 ,30251.32 ,3240000000,0.42%
2018/2/7,30323.20 ,31378.35 ,31472.47 ,30292.15 ,4760000000,-0.89%
2018/2/6,30595.42 ,31028.68 ,31286.03 ,30577.83 ,5700000000,-5.12%
2018/2/5,32245.22 ,31715.56 ,32394.87 ,31712.02 ,3230000000,-1.09%
2018/2/2,32601.78 ,32569.01 ,32778.51 ,32321.42 ,2650000000,-0.12%
2018/2/1,32642.09 ,32950.30 ,33048.04 ,32642.09 ,2850000000,-0.75%
2018/1/31,32887.27 ,32435.76 ,32933.98 ,32330.39 ,3420000000,0.86%
2018/1/30,32607.29 ,32751.72 ,32976.75 ,32501.35 ,3280000000,-1.09%
2018/1/29,32966.89 ,33335.48 ,33484.08 ,32897.04 ,3720000000,-0.56%
2018/1/26,33154.12 ,32836.28 ,33223.58 ,32794.13 ,4010000000,1.53%
2018/1/25,32654.45 ,32979.38 ,32998.05 ,32650.22 ,3560000000,-0.92%
2018/1/24,32958.69 ,32907.23 ,33018.71 ,32728.51 ,4020000000,0.09%
2018/1/23,32930.70 ,32606.14 ,32930.70 ,32554.23 ,4080000000,1.66%
2018/1/22,32393.41 ,32276.96 ,32417.23 ,32046.84 ,2970000000,0.43%
2018/1/19,32254.89 ,32142.16 ,32254.89 ,31986.00 ,3000000000,0.41%
2018/1/18,32121.94 ,32148.45 ,32233.81 ,31869.70 ,3860000000,0.43%
2018/1/17,31983.41 ,31825.52 ,31983.41 ,31642.27 ,4120000000,0.25%
2018/1/16,31904.75 ,31423.62 ,31904.75 ,31423.62 ,3190000000,1.81%
2018/1/15,31338.87 ,31702.56 ,31733.18 ,31265.25 ,2750000000,-0.23%
2018/1/12,31412.54 ,31298.05 ,31412.54 ,31198.36 ,2400000000,0.94%
2018/1/11,31120.39 ,31066.21 ,31133.18 ,30950.07 ,1850000000,0.15%
2018/1/10,31073.72 ,31009.24 ,31267.57 ,30928.58 ,2680000000,0.20%
2018/1/9,31011.41 ,30933.51 ,31056.70 ,30852.43 ,2070000000,0.36%
2018/1/8,30899.53 ,30895.09 ,30929.15 ,30732.54 ,2070000000,0.28%
2018/1/5,30814.64 ,30893.86 ,30911.01 ,30638.53 ,2330000000,0.25%
2018/1/4,30736.48 ,30691.71 ,30796.93 ,30560.43 ,3090000000,0.57%
2018/1/3,30560.95 ,30658.73 ,30724.32 ,30456.76 ,2380000000,0.15%
2018/1/2,30515.31 ,30028.29 ,30515.31 ,30028.29 ,2440000000,1.99%
2017/12/29,29919.15 ,29914.05 ,29997.96 ,29849.31 ,1410000000,0.19%
2017/12/28,29863.71 ,29684.79 ,29873.10 ,29661.06 ,1380000000,0.90%
2017/12/27,29597.66 ,29632.97 ,29693.82 ,29516.51 ,1780000000,0.07%
2017/12/22,29578.01 ,29505.05 ,29578.01 ,29413.86 ,1320000000,0.72%
2017/12/21,29367.06 ,29209.64 ,29431.81 ,29145.13 ,1490000000,0.45%
2017/12/20,29234.09 ,29199.29 ,29326.52 ,29159.28 ,1350000000,-0.07%
2017/12/19,29253.66 ,29193.74 ,29339.11 ,29144.17 ,1680000000,0.70%
2017/12/18,29050.41 ,28923.53 ,29143.33 ,28821.19 ,1690000000,0.70%
2017/12/15,28848.11 ,29000.11 ,29017.66 ,28738.84 ,2060000000,-1.09%
2017/12/14,29166.38 ,29335.76 ,29367.51 ,29047.61 ,2020000000,-0.19%
2017/12/13,29222.10 ,28856.78 ,29276.67 ,28707.60 ,2650000000,1.49%
2017/12/12,28793.88 ,28972.74 ,29066.77 ,28745.73 ,2200000000,-0.59%
2017/12/11,28965.29 ,28645.41 ,28998.51 ,28645.41 ,2190000000,1.14%
2017/12/8,28639.85 ,28400.01 ,28705.76 ,28344.39 ,1800000000,1.19%
2017/12/7,28303.19 ,28366.14 ,28478.34 ,28134.93 ,1840000000,0.28%
2017/12/6,28224.80 ,28850.36 ,28929.21 ,28204.53 ,2690000000,-2.14%
2017/12/5,28842.80 ,28898.58 ,29124.24 ,28838.12 ,1480000000,-1.01%
2017/12/4,29138.28 ,28951.19 ,29343.78 ,28803.19 ,1670000000,0.22%
2017/12/1,29074.24 ,29261.31 ,29345.97 ,29028.76 ,2150000000,-0.35%
2017/11/30,29177.35 ,29340.27 ,29353.51 ,29127.30 ,2510000000,-1.51%
2017/11/29,29623.83 ,29813.94 ,29831.19 ,29563.39 ,1480000000,-0.19%
2017/11/28,29680.85 ,29608.64 ,29687.45 ,29334.59 ,1800000000,-0.02%
2017/11/27,29686.19 ,29857.65 ,29859.11 ,29610.96 ,1530000000,-0.60%
2017/11/24,29866.32 ,29788.18 ,29918.92 ,29696.59 ,1580000000,0.53%
2017/11/23,29707.94 ,30033.18 ,30169.99 ,29593.79 ,2160000000,-0.99%
2017/11/22,30003.49 ,30087.19 ,30199.69 ,29911.07 ,2550000000,0.62%
2017/11/21,29818.07 ,29369.69 ,29818.07 ,29343.48 ,2540000000,1.91%
2017/11/20,29260.31 ,29227.08 ,29299.87 ,29089.58 ,1670000000,0.21%
2017/11/17,29199.04 ,29214.36 ,29341.92 ,29158.35 ,2130000000,0.62%
2017/11/16,29018.76 ,28963.77 ,29095.49 ,28877.76 ,1550000000,0.58%
2017/11/15,28851.69 ,29026.11 ,29106.49 ,28851.69 ,2110000000,-1.03%
2017/11/14,29152.12 ,29272.10 ,29320.03 ,29143.63 ,1750000000,-0.10%
2017/11/13,29182.18 ,29058.23 ,29258.50 ,29058.23 ,1840000000,0.21%
2017/11/10,29120.92 ,29060.13 ,29237.85 ,29036.45 ,1840000000,-0.05%
2017/11/9,29136.57 ,28987.79 ,29192.51 ,28960.05 ,1880000000,0.79%
2017/11/8,28907.60 ,28950.50 ,29123.44 ,28885.07 ,1890000000,-0.30%
2017/11/7,28994.34 ,28715.40 ,29017.40 ,28715.07 ,2190000000,1.39%
2017/11/6,28596.80 ,28616.35 ,28650.79 ,28137.77 ,2330000000,-0.02%
2017/11/3,28603.61 ,28603.51 ,28661.29 ,28542.66 ,1630000000,0.30%
2017/11/2,28518.64 ,28604.95 ,28643.58 ,28492.20 ,2220000000,-0.26%
2017/11/1,28594.06 ,28387.55 ,28606.59 ,28329.50 ,2390000000,1.23%
2017/10/31,28245.54 ,28247.00 ,28354.11 ,28183.79 ,2520000000,-0.32%
2017/10/30,28336.19 ,28585.15 ,28650.82 ,28336.19 ,2200000000,-0.36%
2017/10/27,28438.85 ,28332.91 ,28494.52 ,28305.73 ,2330000000,0.84%
2017/10/26,28202.38 ,28165.61 ,28316.20 ,28102.75 ,1480000000,-0.36%
2017/10/25,28302.89 ,28238.85 ,28387.21 ,28198.56 ,1310000000,0.53%
2017/10/24,28154.97 ,28232.62 ,28356.10 ,28098.83 ,1470000000,-0.53%
2017/10/23,28305.88 ,28557.80 ,28557.80 ,28253.32 ,1770000000,-0.64%
2017/10/20,28487.24 ,28360.02 ,28519.76 ,28313.70 ,1540000000,1.17%
2017/10/19,28159.09 ,28783.85 ,28798.78 ,28094.54 ,2190000000,-1.92%
2017/10/18,28711.76 ,28636.20 ,28729.34 ,28629.73 ,1470000000,0.05%
2017/10/17,28697.49 ,28777.18 ,28777.18 ,28641.95 ,1330000000,0.02%
2017/10/16,28692.80 ,28661.98 ,28792.06 ,28620.38 ,1790000000,0.76%
2017/10/13,28476.43 ,28423.65 ,28492.39 ,28369.87 ,1670000000,0.06%
2017/10/12,28459.03 ,28431.05 ,28528.71 ,28343.32 ,1630000000,0.24%
2017/10/11,28389.57 ,28622.01 ,28625.66 ,28330.73 ,1930000000,-0.36%
2017/10/10,28490.83 ,28334.92 ,28503.84 ,28260.20 ,1430000000,0.58%
2017/10/9,28326.59 ,28440.17 ,28488.35 ,28282.01 ,1800000000,-0.46%
2017/10/6,28458.04 ,28626.41 ,28626.41 ,28377.85 ,2030000000,0.28%
2017/10/4,28379.18 ,28311.27 ,28521.77 ,28311.27 ,2160000000,0.73%
2017/10/3,28173.21 ,27884.21 ,28194.16 ,27737.38 ,3540000000,2.25%
2017/9/29,27554.30 ,27492.13 ,27581.13 ,27383.16 ,1720000000,0.48%
2017/9/28,27421.60 ,27661.27 ,27665.16 ,27421.60 ,2030000000,-0.80%
2017/9/27,27642.43 ,27503.05 ,27673.40 ,27503.05 ,1870000000,0.47%
2017/9/26,27513.01 ,27308.61 ,27567.88 ,27300.37 ,1740000000,0.05%
2017/9/25,27500.34 ,27851.54 ,27851.54 ,27476.27 ,1860000000,-1.36%
2017/9/22,27880.53 ,27949.83 ,27960.92 ,27845.52 ,1420000000,-0.82%
2017/9/21,28110.33 ,28091.24 ,28184.37 ,28046.94 ,1680000000,-0.06%
2017/9/20,28127.80 ,28099.29 ,28149.36 ,28013.11 ,1540000000,0.27%
2017/9/19,28051.41 ,28200.54 ,28248.12 ,28032.17 ,1650000000,-0.38%
2017/9/18,28159.77 ,27971.37 ,28160.39 ,27917.18 ,1590000000,1.27%
2017/9/15,27807.59 ,27736.60 ,27893.58 ,27514.04 ,2230000000,0.11%
2017/9/14,27777.20 ,27788.84 ,27895.07 ,27699.09 ,1700000000,-0.42%
2017/9/13,27894.08 ,27984.27 ,27984.27 ,27751.28 ,1480000000,-0.28%
2017/9/12,27972.24 ,28068.70 ,28071.54 ,27883.83 ,1350000000,0.06%
2017/9/11,27955.13 ,27877.69 ,27976.98 ,27859.00 ,1420000000,1.04%
2017/9/8,27668.47 ,27571.59 ,27708.09 ,27569.13 ,1460000000,0.53%
2017/9/7,27522.92 ,27817.87 ,27817.87 ,27492.82 ,1830000000,-0.33%
2017/9/6,27613.76 ,27671.56 ,27684.26 ,27421.79 ,1720000000,-0.46%
2017/9/5,27741.35 ,27797.44 ,27871.76 ,27685.30 ,1280000000,0.00%
2017/9/4,27740.26 ,27881.71 ,27884.46 ,27662.29 ,1680000000,-0.76%
2017/9/1,27953.16 ,28015.22 ,28116.70 ,27915.44 ,1810000000,-0.06%
2017/8/31,27970.30 ,27934.45 ,27994.06 ,27861.48 ,2880000000,-0.44%
2017/8/30,28094.61 ,27957.74 ,28127.90 ,27912.82 ,2210000000,1.19%
2017/8/29,27765.01 ,27744.58 ,27839.83 ,27638.73 ,1770000000,-0.35%
2017/8/28,27863.29 ,27905.59 ,28071.59 ,27806.05 ,3110000000,0.05%
2017/8/25,27848.16 ,27539.11 ,27878.37 ,27480.11 ,3910000000,1.20%
2017/8/24,27518.60 ,27642.23 ,27642.23 ,27485.87 ,2770000000,0.05%
2017/8/23,27506.00 ,27555.00 ,27558.00 ,27462.00 ,,0.38%
2017/8/22,27401.67 ,27322.20 ,27509.06 ,27316.08 ,2110000000,0.91%
2017/8/21,27154.68 ,27100.63 ,27221.31 ,27086.43 ,1830000000,0.40%
2017/8/18,27047.57 ,26999.60 ,27236.32 ,26951.92 ,1740000000,-1.08%
2017/8/17,27344.22 ,27610.29 ,27624.52 ,27302.48 ,1850000000,-0.24%
2017/8/16,27409.07 ,27238.81 ,27422.30 ,27238.81 ,1830000000,0.86%
2017/8/15,27174.96 ,27371.25 ,27438.42 ,27174.96 ,2820000000,-0.28%
2017/8/14,27250.23 ,27091.77 ,27268.23 ,27032.40 ,1460000000,1.36%
2017/8/11,26883.51 ,27000.43 ,27184.21 ,26863.71 ,3230000000,-2.04%
2017/8/10,27444.00 ,27791.36 ,27791.36 ,27267.03 ,2240000000,-1.13%
2017/8/9,27757.09 ,27760.08 ,27876.12 ,27602.66 ,1700000000,-0.35%
2017/8/8,27854.91 ,27684.60 ,27867.56 ,27626.19 ,1780000000,0.59%
2017/8/7,27690.36 ,27665.71 ,27731.92 ,27629.20 ,1530000000,0.46%
2017/8/4,27562.68 ,27564.71 ,27615.03 ,27508.11 ,1510000000,0.12%
2017/8/3,27531.01 ,27533.51 ,27601.05 ,27399.58 ,1730000000,-0.28%
2017/8/2,27607.38 ,27645.28 ,27747.35 ,27570.50 ,2120000000,0.24%
2017/8/1,27540.23 ,27326.04 ,27558.00 ,27326.04 ,2470000000,0.79%
2017/7/31,27323.99 ,27048.45 ,27324.38 ,27045.41 ,1750000000,1.28%
2017/7/28,26979.39 ,27007.97 ,27047.88 ,26928.44 ,1500000000,-0.56%
2017/7/27,27131.17 ,27002.70 ,27169.15 ,26962.03 ,1820000000,0.71%
2017/7/26,26941.02 ,26960.81 ,27007.27 ,26786.63 ,2240000000,0.33%
2017/7/25,26852.05 ,26847.58 ,26889.70 ,26799.77 ,1500000000,0.02%
2017/7/24,26846.83 ,26720.04 ,26882.00 ,26674.50 ,1580000000,0.53%
2017/7/21,26706.09 ,26777.44 ,26778.42 ,26663.25 ,1550000000,-0.13%
2017/7/20,26740.21 ,26770.48 ,26794.18 ,26632.98 ,1450000000,0.26%
2017/7/19,26672.16 ,26561.81 ,26682.64 ,26541.56 ,1390000000,0.56%
2017/7/18,26524.94 ,26489.52 ,26540.17 ,26381.14 ,1930000000,0.21%
2017/7/17,26470.58 ,26572.92 ,26618.66 ,26353.83 ,1890000000,0.31%
2017/7/14,26389.23 ,26416.68 ,26416.68 ,26295.99 ,1800000000,0.16%
2017/7/13,26346.17 ,26340.29 ,26383.76 ,26255.31 ,2030000000,1.16%
2017/7/12,26043.64 ,25991.35 ,26147.30 ,25991.35 ,2780000000,0.64%
2017/7/11,25877.64 ,25605.19 ,25941.47 ,25596.21 ,2300000000,1.48%
2017/7/10,25500.06 ,25392.03 ,25622.75 ,25331.95 ,1800000000,0.63%
2017/7/7,25340.85 ,25377.21 ,25409.90 ,25315.91 ,1530000000,-0.49%
2017/7/6,25465.22 ,25574.57 ,25599.70 ,25436.83 ,1540000000,-0.22%
2017/7/5,25521.97 ,25354.38 ,25559.18 ,25199.86 ,1930000000,0.52%
2017/7/4,25389.01 ,25782.85 ,25838.27 ,25251.72 ,2480000000,-1.53%
2017/7/3,25784.17 ,25654.77 ,25821.39 ,25654.77 ,1550000000,0.08%
2017/6/30,25764.58 ,25679.64 ,25816.25 ,25661.43 ,1670000000,-0.77%
2017/6/29,25965.42 ,25872.93 ,25965.42 ,25814.80 ,1800000000,1.10%
2017/6/28,25683.50 ,25735.21 ,25821.36 ,25625.71 ,1700000000,-0.61%
2017/6/27,25839.99 ,25911.20 ,25929.61 ,25780.69 ,1220000000,-0.12%
2017/6/26,25871.89 ,25727.93 ,25875.48 ,25720.38 ,1240000000,0.79%
2017/6/23,25670.05 ,25724.28 ,25770.37 ,25648.77 ,1340000000,-0.02%
2017/6/22,25674.53 ,25597.46 ,25867.94 ,25597.46 ,1600000000,-0.08%
2017/6/21,25694.58 ,25752.27 ,25846.52 ,25575.98 ,1750000000,-0.57%
2017/6/20,25843.04 ,26028.43 ,26043.10 ,25833.93 ,1290000000,-0.31%
2017/6/19,25924.55 ,25736.20 ,25939.72 ,25735.07 ,1150000000,1.16%
2017/6/16,25626.49 ,25601.81 ,25719.97 ,25557.80 ,1750000000,0.24%
2017/6/15,25565.34 ,25772.28 ,25772.28 ,25565.34 ,1710000000,-1.20%
2017/6/14,25875.90 ,25915.46 ,25915.46 ,25713.02 ,1490000000,0.09%
2017/6/13,25852.10 ,25826.52 ,25883.22 ,25722.63 ,1360000000,0.56%
2017/6/12,25708.04 ,25925.45 ,25957.78 ,25689.23 ,1660000000,-1.24%
2017/6/9,26030.29 ,26090.33 ,26090.33 ,25922.68 ,2980000000,-0.13%
2017/6/8,26063.06 ,25974.00 ,26069.98 ,25923.21 ,1680000000,0.34%
2017/6/7,25974.16 ,26025.21 ,26073.44 ,25898.82 ,2060000000,-0.09%
2017/6/6,25997.14 ,25819.53 ,26019.01 ,25805.02 ,1590000000,0.52%
2017/6/5,25862.99 ,25976.36 ,25998.66 ,25801.84 ,1820000000,-0.24%
2017/6/2,25924.05 ,25926.06 ,25973.00 ,25851.85 ,2050000000,0.44%
2017/6/1,25809.22 ,25736.35 ,25834.75 ,25614.61 ,2080000000,0.58%
2017/5/31,25660.65 ,25706.45 ,25817.95 ,25650.06 ,3090000000,-0.16%
2017/5/29,25701.63 ,25672.40 ,25744.72 ,25579.15 ,1110000000,0.24%
2017/5/26,25639.27 ,25670.98 ,25724.40 ,25588.70 ,1500000000,0.03%
2017/5/25,25630.78 ,25511.46 ,25680.67 ,25491.78 ,1950000000,0.80%
2017/5/24,25428.50 ,25382.26 ,25428.50 ,25296.66 ,1450000000,0.10%
2017/5/23,25403.15 ,25415.57 ,25486.98 ,25307.27 ,1810000000,0.05%
2017/5/22,25391.34 ,25318.29 ,25450.04 ,25201.34 ,1450000000,0.86%
2017/5/19,25174.87 ,25171.66 ,25266.22 ,25124.06 ,1350000000,0.15%
2017/5/18,25136.52 ,25034.19 ,25263.81 ,25025.05 ,1730000000,-0.62%
2017/5/17,25293.63 ,25355.76 ,25374.95 ,25245.44 ,1560000000,-0.17%
2017/5/16,25335.94 ,25413.35 ,25413.35 ,25228.46 ,1850000000,-0.14%
2017/5/15,25371.59 ,25233.31 ,25385.72 ,25213.47 ,2280000000,0.86%
2017/5/12,25156.34 ,25126.48 ,25211.28 ,25087.32 ,1460000000,0.12%
2017/5/11,25125.55 ,25101.53 ,25203.54 ,25024.76 ,1690000000,0.44%
2017/5/10,25015.42 ,24931.82 ,25164.97 ,24931.82 ,2370000000,0.51%
2017/5/9,24889.03 ,24656.95 ,24889.83 ,24548.97 ,1420000000,1.27%
2017/5/8,24577.91 ,24604.29 ,24624.21 ,24476.20 ,1400000000,0.41%
2017/5/5,24476.35 ,24625.35 ,24634.28 ,24358.72 ,2090000000,-0.84%
2017/5/4,24683.88 ,24680.45 ,24683.88 ,24530.93 ,1810000000,-0.05%
2017/5/2,24696.13 ,24773.80 ,24773.80 ,24577.33 ,1660000000,0.33%
2017/4/28,24615.13 ,24691.29 ,24697.03 ,24563.77 ,1220000000,-0.34%
2017/4/27,24698.48 ,24663.10 ,24717.44 ,24455.12 ,1620000000,0.49%
2017/4/26,24578.43 ,24563.25 ,24637.85 ,24515.23 ,1720000000,0.50%
2017/4/25,24455.94 ,24204.78 ,24455.94 ,24201.91 ,1940000000,1.31%
2017/4/24,24139.48 ,24185.76 ,24206.44 ,23958.18 ,1380000000,0.41%
2017/4/21,24042.02 ,24143.04 ,24190.14 ,23991.87 ,1390000000,-0.06%
2017/4/20,24056.98 ,23851.02 ,24058.87 ,23827.07 ,1560000000,0.97%
2017/4/19,23825.88 ,23875.98 ,23893.14 ,23723.87 ,1570000000,-0.41%
2017/4/18,23924.54 ,24268.17 ,24276.31 ,23892.59 ,1550000000,-1.39%
2017/4/13,24261.66 ,24173.42 ,24378.38 ,24158.16 ,1330000000,-0.21%
2017/4/12,24313.50 ,24068.91 ,24313.50 ,23994.13 ,1530000000,0.93%
2017/4/11,24088.46 ,24280.87 ,24318.15 ,24007.85 ,1800000000,-0.72%
2017/4/10,24262.18 ,24302.01 ,24314.66 ,24215.54 ,1190000000,-0.02%
2017/4/7,24267.30 ,24247.01 ,24268.39 ,23982.40 ,2250000000,-0.03%
2017/4/6,24273.72 ,24310.41 ,24381.63 ,24210.69 ,1720000000,-0.52%
2017/4/5,24400.80 ,24370.95 ,24400.80 ,24166.01 ,2700000000,0.57%
2017/4/3,24261.48 ,24236.56 ,24261.48 ,24162.55 ,1710000000,0.62%
2017/3/31,24111.59 ,24305.53 ,24329.98 ,24105.38 ,1730000000,-0.78%
2017/3/30,24301.09 ,24429.12 ,24431.12 ,24250.40 ,1770000000,-0.37%
2017/3/29,24392.05 ,24470.66 ,24470.66 ,24330.70 ,1830000000,0.19%
2017/3/28,24345.87 ,24329.17 ,24360.00 ,24274.52 ,1510000000,0.63%
2017/3/27,24193.70 ,24235.69 ,24434.90 ,24138.78 ,1730000000,-0.68%
2017/3/24,24358.27 ,24396.41 ,24420.77 ,24263.17 ,1780000000,0.13%
2017/3/23,24327.70 ,24381.04 ,24466.73 ,24271.26 ,1800000000,0.03%
2017/3/22,24320.41 ,24336.33 ,24380.42 ,24207.10 ,2140000000,-1.11%
2017/3/21,24593.12 ,24565.73 ,24656.65 ,24500.35 ,2060000000,0.37%
2017/3/20,24501.99 ,24312.57 ,24501.99 ,24312.57 ,1720000000,0.79%
2017/3/17,24309.93 ,24376.13 ,24385.81 ,24237.97 ,2510000000,0.09%
2017/3/16,24288.28 ,24101.98 ,24288.28 ,24003.75 ,2580000000,2.08%
2017/3/15,23792.85 ,23705.07 ,23842.81 ,23645.51 ,1350000000,-0.15%
2017/3/14,23827.95 ,23871.00 ,23918.12 ,23768.34 ,1860000000,-0.01%
2017/3/13,23829.67 ,23643.30 ,23877.59 ,23567.93 ,2020000000,1.11%
2017/3/10,23568.67 ,23534.98 ,23603.77 ,23438.86 ,1530000000,0.29%
2017/3/9,23501.56 ,23667.77 ,23673.58 ,23456.06 ,1780000000,-1.18%
2017/3/8,23782.27 ,23627.28 ,23816.23 ,23563.14 ,1820000000,0.43%
2017/3/7,23681.07 ,23630.35 ,23728.00 ,23585.77 ,1280000000,0.36%
2017/3/6,23596.28 ,23600.49 ,23691.05 ,23574.28 ,1440000000,0.18%
2017/3/3,23552.72 ,23618.36 ,23635.24 ,23511.60 ,2390000000,-0.74%
2017/3/2,23728.07 ,24044.48 ,24080.87 ,23694.33 ,2110000000,-0.20%
2017/3/1,23776.49 ,23849.22 ,23857.28 ,23730.05 ,1650000000,0.15%
2017/2/28,23740.73 ,23952.64 ,24007.81 ,23740.73 ,1670000000,-0.77%
2017/2/27,23925.05 ,23941.81 ,24067.68 ,23822.88 ,1730000000,-0.17%
2017/2/24,23965.70 ,24115.61 ,24121.91 ,23958.13 ,1750000000,-0.62%
2017/2/23,24114.86 ,24122.18 ,24216.53 ,24046.91 ,1880000000,-0.36%
2017/2/22,24201.96 ,24059.09 ,24201.96 ,23999.55 ,2230000000,0.99%
2017/2/21,23963.63 ,24174.11 ,24213.64 ,23909.15 ,1840000000,-0.76%
2017/2/20,24146.08 ,24066.00 ,24202.34 ,24022.15 ,1940000000,0.47%
2017/2/17,24033.74 ,24077.87 ,24106.34 ,23944.68 ,2300000000,-0.31%
2017/2/16,24107.70 ,24139.31 ,24161.39 ,23969.57 ,3810000000,0.47%
2017/2/15,23994.87 ,23771.95 ,24067.62 ,23771.95 ,3840000000,1.23%
2017/2/14,23703.01 ,23695.29 ,23735.11 ,23614.47 ,1960000000,-0.03%
2017/2/13,23710.98 ,23664.53 ,23751.92 ,23615.39 ,1990000000,0.58%
2017/2/10,23574.98 ,23645.90 ,23718.47 ,23573.85 ,2140000000,0.21%
2017/2/9,23525.14 ,23533.52 ,23644.63 ,23489.65 ,2740000000,0.17%
2017/2/8,23485.13 ,23284.76 ,23520.77 ,23160.99 ,2600000000,0.66%
2017/2/7,23331.57 ,23287.89 ,23403.60 ,23256.69 ,1520000000,-0.07%
2017/2/6,23348.24 ,23239.29 ,23348.24 ,23149.70 ,1440000000,0.95%
2017/2/3,23129.21 ,23216.97 ,23226.92 ,22997.46 ,1340000000,-0.24%
2017/2/2,23184.52 ,23309.46 ,23439.02 ,23131.37 ,987800000,-0.57%
2017/2/1,23318.39 ,23211.88 ,23318.39 ,23082.62 ,1520000000,-0.18%
2017/1/27,23360.78 ,23339.15 ,23397.09 ,23307.05 ,777900000,-0.06%
2017/1/26,23374.17 ,23173.46 ,23386.41 ,23145.31 ,1860000000,1.41%
2017/1/25,23049.12 ,23066.40 ,23066.40 ,22961.38 ,1190000000,0.43%
2017/1/24,22949.86 ,22965.25 ,22986.45 ,22907.78 ,1460000000,0.22%
2017/1/23,22898.52 ,22926.30 ,23068.08 ,22861.29 ,1070000000,0.06%
2017/1/20,22885.91 ,22966.53 ,22987.68 ,22858.25 ,1210000000,-0.71%
2017/1/19,23049.96 ,23104.35 ,23104.35 ,22941.96 ,1170000000,-0.21%
2017/1/18,23098.26 ,22889.33 ,23151.75 ,22882.02 ,1690000000,1.13%
2017/1/17,22840.97 ,22819.87 ,22867.84 ,22710.93 ,1050000000,0.54%
2017/1/16,22718.15 ,22895.36 ,22908.86 ,22657.35 ,1350000000,-0.96%
2017/1/13,22937.38 ,22879.57 ,22971.45 ,22859.28 ,1410000000,0.47%
2017/1/12,22829.02 ,22956.44 ,22971.49 ,22751.67 ,1500000000,-0.46%
2017/1/11,22935.35 ,22816.01 ,22944.58 ,22767.37 ,1600000000,0.84%
2017/1/10,22744.85 ,22561.17 ,22744.85 ,22549.86 ,1470000000,0.83%
2017/1/9,22558.69 ,22561.11 ,22626.43 ,22476.35 ,1340000000,0.25%
2017/1/6,22503.01 ,22583.29 ,22605.66 ,22445.78 ,1430000000,0.21%
2017/1/5,22456.69 ,22302.64 ,22483.01 ,22230.31 ,1890000000,1.46%
2017/1/4,22134.47 ,22201.08 ,22228.06 ,22076.63 ,1480000000,-0.07%
2017/1/3,22150.40 ,21993.36 ,22189.31 ,21883.82 ,1340000000,0.68%
2016/12/30,22000.56 ,21818.91 ,22069.62 ,21818.91 ,2470000000,0.96%
2016/12/29,21790.91 ,21591.04 ,21810.40 ,21587.07 ,1930000000,0.17%
2016/12/28,21754.74 ,21562.70 ,21811.96 ,21488.82 ,2240000000,0.83%
2016/12/23,21574.76 ,21553.78 ,21601.07 ,21491.83 ,1830000000,-0.28%
2016/12/22,21636.20 ,21800.22 ,21822.18 ,21594.58 ,1480000000,-0.80%
2016/12/21,21809.80 ,21770.89 ,21910.39 ,21755.85 ,1240000000,0.37%
2016/12/20,21729.06 ,21767.61 ,21873.56 ,21667.19 ,1340000000,-0.47%
2016/12/19,21832.68 ,21945.84 ,21955.94 ,21786.56 ,1370000000,-0.85%
2016/12/16,22020.75 ,21996.38 ,22155.14 ,21965.68 ,1960000000,-0.18%
2016/12/15,22059.40 ,22257.71 ,22305.07 ,21999.30 ,2580000000,-1.77%
2016/12/14,22456.62 ,22596.71 ,22627.60 ,22456.62 ,1880000000,0.04%
2016/12/13,22446.70 ,22407.62 ,22458.42 ,22292.65 ,1780000000,0.06%
2016/12/12,22433.02 ,22860.27 ,22863.61 ,22375.58 ,2080000000,-1.44%
2016/12/9,22760.98 ,22765.84 ,22813.85 ,22660.22 ,1620000000,-0.44%
2016/12/8,22861.84 ,23027.38 ,23076.24 ,22817.32 ,1760000000,0.27%
2016/12/7,22800.92 ,22805.13 ,22843.01 ,22708.88 ,1140000000,0.55%
2016/12/6,22675.15 ,22694.27 ,22746.67 ,22625.32 ,1300000000,0.75%
2016/12/5,22505.55 ,22580.75 ,22628.13 ,22375.28 ,1680000000,-0.26%
2016/12/2,22564.82 ,22736.84 ,22756.01 ,22559.20 ,2560000000,-1.37%
2016/12/1,22878.23 ,22948.65 ,23012.28 ,22837.53 ,2190000000,0.39%
2016/11/30,22789.77 ,22842.36 ,22889.47 ,22755.00 ,2130000000,0.23%
2016/11/29,22737.07 ,22739.51 ,22868.14 ,22724.59 ,1750000000,-0.41%
2016/11/28,22830.57 ,22738.94 ,22964.02 ,22738.94 ,1870000000,0.47%
2016/11/25,22723.45 ,22609.22 ,22764.34 ,22589.53 ,1430000000,0.51%
2016/11/24,22608.49 ,22574.82 ,22647.38 ,22487.54 ,1170000000,-0.30%
2016/11/23,22676.69 ,22702.41 ,22804.26 ,22640.95 ,1820000000,-0.01%
2016/11/22,22678.07 ,22491.71 ,22719.42 ,22484.60 ,1910000000,1.43%
2016/11/21,22357.78 ,22313.04 ,22480.75 ,22227.80 ,1410000000,0.06%
2016/11/18,22344.21 ,22239.23 ,22374.36 ,22146.88 ,1160000000,0.37%
2016/11/17,22262.88 ,22170.07 ,22367.47 ,22114.02 ,1400000000,-0.08%
